image,mask
images/002_transparent_reflectance_tile_4704_1344.tif,labels/002_transparent_reflectance_tile_4704_1344.tif
images/002_transparent_reflectance_tile_4928_3136.tif,labels/002_transparent_reflectance_tile_4928_3136.tif
images/002_transparent_reflectance_tile_5376_1344.tif,labels/002_transparent_reflectance_tile_5376_1344.tif
images/002_transparent_reflectance_tile_5600_1568.tif,labels/002_transparent_reflectance_tile_5600_1568.tif
images/002_transparent_reflectance_tile_5824_1792.tif,labels/002_transparent_reflectance_tile_5824_1792.tif
images/002_transparent_reflectance_tile_896_5152.tif,labels/002_transparent_reflectance_tile_896_5152.tif
images/004_transparent_reflectance_tile_1120_2688.tif,labels/004_transparent_reflectance_tile_1120_2688.tif
images/004_transparent_reflectance_tile_1344_2464.tif,labels/004_transparent_reflectance_tile_1344_2464.tif
images/004_transparent_reflectance_tile_1568_2464.tif,labels/004_transparent_reflectance_tile_1568_2464.tif
images/004_transparent_reflectance_tile_2016_3136.tif,labels/004_transparent_reflectance_tile_2016_3136.tif
images/004_transparent_reflectance_tile_2240_2016.tif,labels/004_transparent_reflectance_tile_2240_2016.tif
images/004_transparent_reflectance_tile_2464_3584.tif,labels/004_transparent_reflectance_tile_2464_3584.tif
images/004_transparent_reflectance_tile_2688_1568.tif,labels/004_transparent_reflectance_tile_2688_1568.tif
images/004_transparent_reflectance_tile_2688_1792.tif,labels/004_transparent_reflectance_tile_2688_1792.tif
images/004_transparent_reflectance_tile_3360_2016.tif,labels/004_transparent_reflectance_tile_3360_2016.tif
images/004_transparent_reflectance_tile_3360_2240.tif,labels/004_transparent_reflectance_tile_3360_2240.tif
images/004_transparent_reflectance_tile_3584_1344.tif,labels/004_transparent_reflectance_tile_3584_1344.tif
images/004_transparent_reflectance_tile_3584_672.tif,labels/004_transparent_reflectance_tile_3584_672.tif
images/004_transparent_reflectance_tile_4032_1792.tif,labels/004_transparent_reflectance_tile_4032_1792.tif
images/004_transparent_reflectance_tile_672_2688.tif,labels/004_transparent_reflectance_tile_672_2688.tif
