image,mask
images/000_transparent_reflectance_tile_2016_2912.tif,labels/000_transparent_reflectance_tile_2016_2912.tif
images/000_transparent_reflectance_tile_2016_3136.tif,labels/000_transparent_reflectance_tile_2016_3136.tif
images/000_transparent_reflectance_tile_2016_3360.tif,labels/000_transparent_reflectance_tile_2016_3360.tif
images/000_transparent_reflectance_tile_2016_3584.tif,labels/000_transparent_reflectance_tile_2016_3584.tif
images/000_transparent_reflectance_tile_2016_3808.tif,labels/000_transparent_reflectance_tile_2016_3808.tif
images/000_transparent_reflectance_tile_2016_4032.tif,labels/000_transparent_reflectance_tile_2016_4032.tif
images/000_transparent_reflectance_tile_2016_4256.tif,labels/000_transparent_reflectance_tile_2016_4256.tif
images/000_transparent_reflectance_tile_2016_4704.tif,labels/000_transparent_reflectance_tile_2016_4704.tif
images/000_transparent_reflectance_tile_2016_4928.tif,labels/000_transparent_reflectance_tile_2016_4928.tif
images/000_transparent_reflectance_tile_2240_2016.tif,labels/000_transparent_reflectance_tile_2240_2016.tif
images/000_transparent_reflectance_tile_2240_2240.tif,labels/000_transparent_reflectance_tile_2240_2240.tif
images/000_transparent_reflectance_tile_2240_2464.tif,labels/000_transparent_reflectance_tile_2240_2464.tif
images/000_transparent_reflectance_tile_2240_2688.tif,labels/000_transparent_reflectance_tile_2240_2688.tif
images/000_transparent_reflectance_tile_2240_3136.tif,labels/000_transparent_reflectance_tile_2240_3136.tif
images/000_transparent_reflectance_tile_2240_3360.tif,labels/000_transparent_reflectance_tile_2240_3360.tif
images/000_transparent_reflectance_tile_2240_3584.tif,labels/000_transparent_reflectance_tile_2240_3584.tif
images/000_transparent_reflectance_tile_2240_3808.tif,labels/000_transparent_reflectance_tile_2240_3808.tif
images/000_transparent_reflectance_tile_2240_4032.tif,labels/000_transparent_reflectance_tile_2240_4032.tif
images/000_transparent_reflectance_tile_2240_4256.tif,labels/000_transparent_reflectance_tile_2240_4256.tif
images/000_transparent_reflectance_tile_2240_4480.tif,labels/000_transparent_reflectance_tile_2240_4480.tif
images/000_transparent_reflectance_tile_2240_4704.tif,labels/000_transparent_reflectance_tile_2240_4704.tif
images/000_transparent_reflectance_tile_2240_4928.tif,labels/000_transparent_reflectance_tile_2240_4928.tif
images/000_transparent_reflectance_tile_224_4256.tif,labels/000_transparent_reflectance_tile_224_4256.tif
images/000_transparent_reflectance_tile_224_4480.tif,labels/000_transparent_reflectance_tile_224_4480.tif
images/000_transparent_reflectance_tile_2464_1792.tif,labels/000_transparent_reflectance_tile_2464_1792.tif
images/000_transparent_reflectance_tile_2464_2016.tif,labels/000_transparent_reflectance_tile_2464_2016.tif
images/000_transparent_reflectance_tile_2464_2240.tif,labels/000_transparent_reflectance_tile_2464_2240.tif
images/000_transparent_reflectance_tile_2464_2464.tif,labels/000_transparent_reflectance_tile_2464_2464.tif
images/000_transparent_reflectance_tile_2464_2688.tif,labels/000_transparent_reflectance_tile_2464_2688.tif
images/000_transparent_reflectance_tile_2464_2912.tif,labels/000_transparent_reflectance_tile_2464_2912.tif
images/000_transparent_reflectance_tile_2464_3136.tif,labels/000_transparent_reflectance_tile_2464_3136.tif
images/000_transparent_reflectance_tile_2464_3360.tif,labels/000_transparent_reflectance_tile_2464_3360.tif
images/000_transparent_reflectance_tile_2464_3584.tif,labels/000_transparent_reflectance_tile_2464_3584.tif
images/000_transparent_reflectance_tile_2464_3808.tif,labels/000_transparent_reflectance_tile_2464_3808.tif
images/000_transparent_reflectance_tile_2464_4032.tif,labels/000_transparent_reflectance_tile_2464_4032.tif
images/000_transparent_reflectance_tile_2464_4256.tif,labels/000_transparent_reflectance_tile_2464_4256.tif
images/000_transparent_reflectance_tile_2464_4480.tif,labels/000_transparent_reflectance_tile_2464_4480.tif
images/000_transparent_reflectance_tile_2464_4704.tif,labels/000_transparent_reflectance_tile_2464_4704.tif
images/000_transparent_reflectance_tile_2688_1568.tif,labels/000_transparent_reflectance_tile_2688_1568.tif
images/000_transparent_reflectance_tile_2688_1792.tif,labels/000_transparent_reflectance_tile_2688_1792.tif
images/000_transparent_reflectance_tile_2688_2016.tif,labels/000_transparent_reflectance_tile_2688_2016.tif
images/000_transparent_reflectance_tile_2688_2240.tif,labels/000_transparent_reflectance_tile_2688_2240.tif
images/000_transparent_reflectance_tile_2688_2464.tif,labels/000_transparent_reflectance_tile_2688_2464.tif
images/000_transparent_reflectance_tile_2688_4256.tif,labels/000_transparent_reflectance_tile_2688_4256.tif
images/000_transparent_reflectance_tile_2688_4480.tif,labels/000_transparent_reflectance_tile_2688_4480.tif
images/000_transparent_reflectance_tile_2912_1344.tif,labels/000_transparent_reflectance_tile_2912_1344.tif
images/000_transparent_reflectance_tile_2912_1568.tif,labels/000_transparent_reflectance_tile_2912_1568.tif
images/000_transparent_reflectance_tile_2912_1792.tif,labels/000_transparent_reflectance_tile_2912_1792.tif
images/000_transparent_reflectance_tile_2912_2016.tif,labels/000_transparent_reflectance_tile_2912_2016.tif
images/000_transparent_reflectance_tile_2912_2240.tif,labels/000_transparent_reflectance_tile_2912_2240.tif
images/000_transparent_reflectance_tile_2912_2912.tif,labels/000_transparent_reflectance_tile_2912_2912.tif
images/000_transparent_reflectance_tile_2912_3360.tif,labels/000_transparent_reflectance_tile_2912_3360.tif
images/000_transparent_reflectance_tile_2912_3584.tif,labels/000_transparent_reflectance_tile_2912_3584.tif
images/000_transparent_reflectance_tile_2912_4032.tif,labels/000_transparent_reflectance_tile_2912_4032.tif
images/000_transparent_reflectance_tile_3136_1120.tif,labels/000_transparent_reflectance_tile_3136_1120.tif
images/000_transparent_reflectance_tile_3136_1344.tif,labels/000_transparent_reflectance_tile_3136_1344.tif
images/000_transparent_reflectance_tile_3136_1568.tif,labels/000_transparent_reflectance_tile_3136_1568.tif
images/000_transparent_reflectance_tile_3136_1792.tif,labels/000_transparent_reflectance_tile_3136_1792.tif
images/000_transparent_reflectance_tile_3136_2016.tif,labels/000_transparent_reflectance_tile_3136_2016.tif
images/000_transparent_reflectance_tile_3136_2240.tif,labels/000_transparent_reflectance_tile_3136_2240.tif
images/000_transparent_reflectance_tile_3136_2912.tif,labels/000_transparent_reflectance_tile_3136_2912.tif
images/000_transparent_reflectance_tile_3136_3136.tif,labels/000_transparent_reflectance_tile_3136_3136.tif
images/000_transparent_reflectance_tile_3136_3360.tif,labels/000_transparent_reflectance_tile_3136_3360.tif
images/000_transparent_reflectance_tile_3136_3808.tif,labels/000_transparent_reflectance_tile_3136_3808.tif
images/000_transparent_reflectance_tile_3360_1120.tif,labels/000_transparent_reflectance_tile_3360_1120.tif
images/000_transparent_reflectance_tile_3360_1344.tif,labels/000_transparent_reflectance_tile_3360_1344.tif
images/000_transparent_reflectance_tile_3360_1568.tif,labels/000_transparent_reflectance_tile_3360_1568.tif
images/000_transparent_reflectance_tile_3360_2016.tif,labels/000_transparent_reflectance_tile_3360_2016.tif
images/000_transparent_reflectance_tile_3360_2240.tif,labels/000_transparent_reflectance_tile_3360_2240.tif
images/000_transparent_reflectance_tile_3360_2464.tif,labels/000_transparent_reflectance_tile_3360_2464.tif
images/000_transparent_reflectance_tile_3360_2688.tif,labels/000_transparent_reflectance_tile_3360_2688.tif
images/000_transparent_reflectance_tile_3360_2912.tif,labels/000_transparent_reflectance_tile_3360_2912.tif
images/000_transparent_reflectance_tile_3360_3136.tif,labels/000_transparent_reflectance_tile_3360_3136.tif
images/000_transparent_reflectance_tile_3360_896.tif,labels/000_transparent_reflectance_tile_3360_896.tif
images/000_transparent_reflectance_tile_3584_1120.tif,labels/000_transparent_reflectance_tile_3584_1120.tif
images/000_transparent_reflectance_tile_3584_1344.tif,labels/000_transparent_reflectance_tile_3584_1344.tif
images/000_transparent_reflectance_tile_3584_1568.tif,labels/000_transparent_reflectance_tile_3584_1568.tif
images/000_transparent_reflectance_tile_3584_1792.tif,labels/000_transparent_reflectance_tile_3584_1792.tif
images/000_transparent_reflectance_tile_3584_2240.tif,labels/000_transparent_reflectance_tile_3584_2240.tif
images/000_transparent_reflectance_tile_3584_2688.tif,labels/000_transparent_reflectance_tile_3584_2688.tif
images/000_transparent_reflectance_tile_3584_672.tif,labels/000_transparent_reflectance_tile_3584_672.tif
images/000_transparent_reflectance_tile_3584_896.tif,labels/000_transparent_reflectance_tile_3584_896.tif
images/000_transparent_reflectance_tile_3808_1120.tif,labels/000_transparent_reflectance_tile_3808_1120.tif
images/000_transparent_reflectance_tile_3808_1344.tif,labels/000_transparent_reflectance_tile_3808_1344.tif
images/000_transparent_reflectance_tile_3808_1568.tif,labels/000_transparent_reflectance_tile_3808_1568.tif
images/000_transparent_reflectance_tile_3808_2688.tif,labels/000_transparent_reflectance_tile_3808_2688.tif
images/000_transparent_reflectance_tile_3808_448.tif,labels/000_transparent_reflectance_tile_3808_448.tif
images/000_transparent_reflectance_tile_3808_672.tif,labels/000_transparent_reflectance_tile_3808_672.tif
images/000_transparent_reflectance_tile_3808_896.tif,labels/000_transparent_reflectance_tile_3808_896.tif
images/000_transparent_reflectance_tile_4032_1120.tif,labels/000_transparent_reflectance_tile_4032_1120.tif
images/000_transparent_reflectance_tile_4032_1344.tif,labels/000_transparent_reflectance_tile_4032_1344.tif
images/000_transparent_reflectance_tile_4032_1568.tif,labels/000_transparent_reflectance_tile_4032_1568.tif
images/000_transparent_reflectance_tile_4032_1792.tif,labels/000_transparent_reflectance_tile_4032_1792.tif
images/000_transparent_reflectance_tile_4032_2016.tif,labels/000_transparent_reflectance_tile_4032_2016.tif
images/000_transparent_reflectance_tile_4032_224.tif,labels/000_transparent_reflectance_tile_4032_224.tif
images/000_transparent_reflectance_tile_4032_2240.tif,labels/000_transparent_reflectance_tile_4032_2240.tif
images/000_transparent_reflectance_tile_4032_2464.tif,labels/000_transparent_reflectance_tile_4032_2464.tif
images/000_transparent_reflectance_tile_4032_2688.tif,labels/000_transparent_reflectance_tile_4032_2688.tif
images/000_transparent_reflectance_tile_4032_448.tif,labels/000_transparent_reflectance_tile_4032_448.tif
images/000_transparent_reflectance_tile_4032_672.tif,labels/000_transparent_reflectance_tile_4032_672.tif
images/000_transparent_reflectance_tile_4032_896.tif,labels/000_transparent_reflectance_tile_4032_896.tif
images/000_transparent_reflectance_tile_4256_1120.tif,labels/000_transparent_reflectance_tile_4256_1120.tif
images/000_transparent_reflectance_tile_4256_1344.tif,labels/000_transparent_reflectance_tile_4256_1344.tif
images/000_transparent_reflectance_tile_4256_1568.tif,labels/000_transparent_reflectance_tile_4256_1568.tif
images/000_transparent_reflectance_tile_4256_224.tif,labels/000_transparent_reflectance_tile_4256_224.tif
images/000_transparent_reflectance_tile_4256_2240.tif,labels/000_transparent_reflectance_tile_4256_2240.tif
images/000_transparent_reflectance_tile_4256_2464.tif,labels/000_transparent_reflectance_tile_4256_2464.tif
images/000_transparent_reflectance_tile_4256_448.tif,labels/000_transparent_reflectance_tile_4256_448.tif
images/000_transparent_reflectance_tile_4256_672.tif,labels/000_transparent_reflectance_tile_4256_672.tif
images/000_transparent_reflectance_tile_4256_896.tif,labels/000_transparent_reflectance_tile_4256_896.tif
images/000_transparent_reflectance_tile_4480_1120.tif,labels/000_transparent_reflectance_tile_4480_1120.tif
images/000_transparent_reflectance_tile_4480_1568.tif,labels/000_transparent_reflectance_tile_4480_1568.tif
images/000_transparent_reflectance_tile_4480_1792.tif,labels/000_transparent_reflectance_tile_4480_1792.tif
images/000_transparent_reflectance_tile_4480_224.tif,labels/000_transparent_reflectance_tile_4480_224.tif
images/000_transparent_reflectance_tile_4480_2240.tif,labels/000_transparent_reflectance_tile_4480_2240.tif
images/000_transparent_reflectance_tile_4480_448.tif,labels/000_transparent_reflectance_tile_4480_448.tif
images/000_transparent_reflectance_tile_4480_672.tif,labels/000_transparent_reflectance_tile_4480_672.tif
images/000_transparent_reflectance_tile_4480_896.tif,labels/000_transparent_reflectance_tile_4480_896.tif
images/000_transparent_reflectance_tile_448_4032.tif,labels/000_transparent_reflectance_tile_448_4032.tif
images/000_transparent_reflectance_tile_448_4480.tif,labels/000_transparent_reflectance_tile_448_4480.tif
images/000_transparent_reflectance_tile_448_4704.tif,labels/000_transparent_reflectance_tile_448_4704.tif
images/000_transparent_reflectance_tile_448_4928.tif,labels/000_transparent_reflectance_tile_448_4928.tif
images/000_transparent_reflectance_tile_4704_1568.tif,labels/000_transparent_reflectance_tile_4704_1568.tif
images/000_transparent_reflectance_tile_4704_1792.tif,labels/000_transparent_reflectance_tile_4704_1792.tif
images/000_transparent_reflectance_tile_4704_224.tif,labels/000_transparent_reflectance_tile_4704_224.tif
images/000_transparent_reflectance_tile_4704_448.tif,labels/000_transparent_reflectance_tile_4704_448.tif
images/000_transparent_reflectance_tile_4704_896.tif,labels/000_transparent_reflectance_tile_4704_896.tif
images/000_transparent_reflectance_tile_4928_1120.tif,labels/000_transparent_reflectance_tile_4928_1120.tif
images/000_transparent_reflectance_tile_4928_1344.tif,labels/000_transparent_reflectance_tile_4928_1344.tif
images/000_transparent_reflectance_tile_4928_1568.tif,labels/000_transparent_reflectance_tile_4928_1568.tif
images/000_transparent_reflectance_tile_4928_448.tif,labels/000_transparent_reflectance_tile_4928_448.tif
images/000_transparent_reflectance_tile_4928_672.tif,labels/000_transparent_reflectance_tile_4928_672.tif
images/000_transparent_reflectance_tile_4928_896.tif,labels/000_transparent_reflectance_tile_4928_896.tif
images/000_transparent_reflectance_tile_5152_1344.tif,labels/000_transparent_reflectance_tile_5152_1344.tif
images/000_transparent_reflectance_tile_5152_1568.tif,labels/000_transparent_reflectance_tile_5152_1568.tif
images/000_transparent_reflectance_tile_5152_1792.tif,labels/000_transparent_reflectance_tile_5152_1792.tif
images/000_transparent_reflectance_tile_5152_2016.tif,labels/000_transparent_reflectance_tile_5152_2016.tif
images/000_transparent_reflectance_tile_5152_2240.tif,labels/000_transparent_reflectance_tile_5152_2240.tif
images/000_transparent_reflectance_tile_5152_672.tif,labels/000_transparent_reflectance_tile_5152_672.tif
images/000_transparent_reflectance_tile_5152_896.tif,labels/000_transparent_reflectance_tile_5152_896.tif
images/000_transparent_reflectance_tile_5376_1120.tif,labels/000_transparent_reflectance_tile_5376_1120.tif
images/000_transparent_reflectance_tile_5376_1344.tif,labels/000_transparent_reflectance_tile_5376_1344.tif
images/000_transparent_reflectance_tile_5376_1568.tif,labels/000_transparent_reflectance_tile_5376_1568.tif
images/000_transparent_reflectance_tile_5376_1792.tif,labels/000_transparent_reflectance_tile_5376_1792.tif
images/000_transparent_reflectance_tile_5376_2016.tif,labels/000_transparent_reflectance_tile_5376_2016.tif
images/000_transparent_reflectance_tile_5376_896.tif,labels/000_transparent_reflectance_tile_5376_896.tif
images/000_transparent_reflectance_tile_5600_1344.tif,labels/000_transparent_reflectance_tile_5600_1344.tif
images/000_transparent_reflectance_tile_5600_1568.tif,labels/000_transparent_reflectance_tile_5600_1568.tif
images/000_transparent_reflectance_tile_5600_1792.tif,labels/000_transparent_reflectance_tile_5600_1792.tif
images/000_transparent_reflectance_tile_672_3808.tif,labels/000_transparent_reflectance_tile_672_3808.tif
images/000_transparent_reflectance_tile_672_4032.tif,labels/000_transparent_reflectance_tile_672_4032.tif
images/000_transparent_reflectance_tile_672_4480.tif,labels/000_transparent_reflectance_tile_672_4480.tif
images/000_transparent_reflectance_tile_672_4704.tif,labels/000_transparent_reflectance_tile_672_4704.tif
images/000_transparent_reflectance_tile_672_4928.tif,labels/000_transparent_reflectance_tile_672_4928.tif
images/000_transparent_reflectance_tile_672_5152.tif,labels/000_transparent_reflectance_tile_672_5152.tif
images/000_transparent_reflectance_tile_896_3584.tif,labels/000_transparent_reflectance_tile_896_3584.tif
images/000_transparent_reflectance_tile_896_3808.tif,labels/000_transparent_reflectance_tile_896_3808.tif
images/000_transparent_reflectance_tile_896_4032.tif,labels/000_transparent_reflectance_tile_896_4032.tif
images/000_transparent_reflectance_tile_896_4256.tif,labels/000_transparent_reflectance_tile_896_4256.tif
images/000_transparent_reflectance_tile_896_4480.tif,labels/000_transparent_reflectance_tile_896_4480.tif
images/000_transparent_reflectance_tile_896_4704.tif,labels/000_transparent_reflectance_tile_896_4704.tif
images/000_transparent_reflectance_tile_896_4928.tif,labels/000_transparent_reflectance_tile_896_4928.tif
images/000_transparent_reflectance_tile_896_5152.tif,labels/000_transparent_reflectance_tile_896_5152.tif
images/000_transparent_reflectance_tile_896_5376.tif,labels/000_transparent_reflectance_tile_896_5376.tif
images/001_transparent_reflectance_tile_1120_3136.tif,labels/001_transparent_reflectance_tile_1120_3136.tif
images/001_transparent_reflectance_tile_1120_3584.tif,labels/001_transparent_reflectance_tile_1120_3584.tif
images/001_transparent_reflectance_tile_1120_3808.tif,labels/001_transparent_reflectance_tile_1120_3808.tif
images/001_transparent_reflectance_tile_1120_4480.tif,labels/001_transparent_reflectance_tile_1120_4480.tif
images/001_transparent_reflectance_tile_1120_4704.tif,labels/001_transparent_reflectance_tile_1120_4704.tif
images/001_transparent_reflectance_tile_1120_4928.tif,labels/001_transparent_reflectance_tile_1120_4928.tif
images/001_transparent_reflectance_tile_1344_2464.tif,labels/001_transparent_reflectance_tile_1344_2464.tif
images/001_transparent_reflectance_tile_1344_2688.tif,labels/001_transparent_reflectance_tile_1344_2688.tif
images/001_transparent_reflectance_tile_1344_2912.tif,labels/001_transparent_reflectance_tile_1344_2912.tif
images/001_transparent_reflectance_tile_1344_3136.tif,labels/001_transparent_reflectance_tile_1344_3136.tif
images/001_transparent_reflectance_tile_1344_3360.tif,labels/001_transparent_reflectance_tile_1344_3360.tif
images/001_transparent_reflectance_tile_1344_3808.tif,labels/001_transparent_reflectance_tile_1344_3808.tif
images/001_transparent_reflectance_tile_1344_4032.tif,labels/001_transparent_reflectance_tile_1344_4032.tif
images/001_transparent_reflectance_tile_1344_4256.tif,labels/001_transparent_reflectance_tile_1344_4256.tif
images/001_transparent_reflectance_tile_1344_4480.tif,labels/001_transparent_reflectance_tile_1344_4480.tif
images/001_transparent_reflectance_tile_1568_2016.tif,labels/001_transparent_reflectance_tile_1568_2016.tif
images/001_transparent_reflectance_tile_1568_2240.tif,labels/001_transparent_reflectance_tile_1568_2240.tif
images/001_transparent_reflectance_tile_1568_2464.tif,labels/001_transparent_reflectance_tile_1568_2464.tif
images/001_transparent_reflectance_tile_1568_2688.tif,labels/001_transparent_reflectance_tile_1568_2688.tif
images/001_transparent_reflectance_tile_1568_2912.tif,labels/001_transparent_reflectance_tile_1568_2912.tif
images/001_transparent_reflectance_tile_1568_3136.tif,labels/001_transparent_reflectance_tile_1568_3136.tif
images/001_transparent_reflectance_tile_1568_3360.tif,labels/001_transparent_reflectance_tile_1568_3360.tif
images/001_transparent_reflectance_tile_1568_3584.tif,labels/001_transparent_reflectance_tile_1568_3584.tif
images/001_transparent_reflectance_tile_1568_3808.tif,labels/001_transparent_reflectance_tile_1568_3808.tif
images/001_transparent_reflectance_tile_1568_4032.tif,labels/001_transparent_reflectance_tile_1568_4032.tif
images/001_transparent_reflectance_tile_1568_4256.tif,labels/001_transparent_reflectance_tile_1568_4256.tif
images/001_transparent_reflectance_tile_1568_4480.tif,labels/001_transparent_reflectance_tile_1568_4480.tif
images/001_transparent_reflectance_tile_1792_1792.tif,labels/001_transparent_reflectance_tile_1792_1792.tif
images/001_transparent_reflectance_tile_1792_2240.tif,labels/001_transparent_reflectance_tile_1792_2240.tif
images/001_transparent_reflectance_tile_1792_3360.tif,labels/001_transparent_reflectance_tile_1792_3360.tif
images/001_transparent_reflectance_tile_1792_3808.tif,labels/001_transparent_reflectance_tile_1792_3808.tif
images/001_transparent_reflectance_tile_1792_4032.tif,labels/001_transparent_reflectance_tile_1792_4032.tif
images/001_transparent_reflectance_tile_1792_4256.tif,labels/001_transparent_reflectance_tile_1792_4256.tif
images/001_transparent_reflectance_tile_2016_1568.tif,labels/001_transparent_reflectance_tile_2016_1568.tif
images/001_transparent_reflectance_tile_2016_2016.tif,labels/001_transparent_reflectance_tile_2016_2016.tif
images/001_transparent_reflectance_tile_2016_2240.tif,labels/001_transparent_reflectance_tile_2016_2240.tif
images/001_transparent_reflectance_tile_2016_2464.tif,labels/001_transparent_reflectance_tile_2016_2464.tif
images/001_transparent_reflectance_tile_2016_2688.tif,labels/001_transparent_reflectance_tile_2016_2688.tif
images/001_transparent_reflectance_tile_2016_2912.tif,labels/001_transparent_reflectance_tile_2016_2912.tif
images/001_transparent_reflectance_tile_2016_3136.tif,labels/001_transparent_reflectance_tile_2016_3136.tif
images/001_transparent_reflectance_tile_2016_3360.tif,labels/001_transparent_reflectance_tile_2016_3360.tif
images/001_transparent_reflectance_tile_2016_3584.tif,labels/001_transparent_reflectance_tile_2016_3584.tif
images/001_transparent_reflectance_tile_2016_3808.tif,labels/001_transparent_reflectance_tile_2016_3808.tif
images/001_transparent_reflectance_tile_2016_4032.tif,labels/001_transparent_reflectance_tile_2016_4032.tif
images/001_transparent_reflectance_tile_2240_1344.tif,labels/001_transparent_reflectance_tile_2240_1344.tif
images/001_transparent_reflectance_tile_2240_1568.tif,labels/001_transparent_reflectance_tile_2240_1568.tif
images/001_transparent_reflectance_tile_2240_1792.tif,labels/001_transparent_reflectance_tile_2240_1792.tif
images/001_transparent_reflectance_tile_2240_2016.tif,labels/001_transparent_reflectance_tile_2240_2016.tif
images/001_transparent_reflectance_tile_2240_2464.tif,labels/001_transparent_reflectance_tile_2240_2464.tif
images/001_transparent_reflectance_tile_2240_2688.tif,labels/001_transparent_reflectance_tile_2240_2688.tif
images/001_transparent_reflectance_tile_2240_2912.tif,labels/001_transparent_reflectance_tile_2240_2912.tif
images/001_transparent_reflectance_tile_2240_3360.tif,labels/001_transparent_reflectance_tile_2240_3360.tif
images/001_transparent_reflectance_tile_2240_3584.tif,labels/001_transparent_reflectance_tile_2240_3584.tif
images/001_transparent_reflectance_tile_2240_3808.tif,labels/001_transparent_reflectance_tile_2240_3808.tif
images/001_transparent_reflectance_tile_224_4032.tif,labels/001_transparent_reflectance_tile_224_4032.tif
images/001_transparent_reflectance_tile_224_4256.tif,labels/001_transparent_reflectance_tile_224_4256.tif
images/001_transparent_reflectance_tile_224_4480.tif,labels/001_transparent_reflectance_tile_224_4480.tif
images/001_transparent_reflectance_tile_224_4928.tif,labels/001_transparent_reflectance_tile_224_4928.tif
images/001_transparent_reflectance_tile_2464_1120.tif,labels/001_transparent_reflectance_tile_2464_1120.tif
images/001_transparent_reflectance_tile_2464_1344.tif,labels/001_transparent_reflectance_tile_2464_1344.tif
images/001_transparent_reflectance_tile_2464_1568.tif,labels/001_transparent_reflectance_tile_2464_1568.tif
images/001_transparent_reflectance_tile_2464_2016.tif,labels/001_transparent_reflectance_tile_2464_2016.tif
images/001_transparent_reflectance_tile_2464_2240.tif,labels/001_transparent_reflectance_tile_2464_2240.tif
images/001_transparent_reflectance_tile_2464_2688.tif,labels/001_transparent_reflectance_tile_2464_2688.tif
images/001_transparent_reflectance_tile_2464_2912.tif,labels/001_transparent_reflectance_tile_2464_2912.tif
images/001_transparent_reflectance_tile_2464_3136.tif,labels/001_transparent_reflectance_tile_2464_3136.tif
images/001_transparent_reflectance_tile_2464_3360.tif,labels/001_transparent_reflectance_tile_2464_3360.tif
images/001_transparent_reflectance_tile_2464_3584.tif,labels/001_transparent_reflectance_tile_2464_3584.tif
images/001_transparent_reflectance_tile_2688_1568.tif,labels/001_transparent_reflectance_tile_2688_1568.tif
images/001_transparent_reflectance_tile_2688_1792.tif,labels/001_transparent_reflectance_tile_2688_1792.tif
