image,mask
images/006_tile_4256_4032.tif,labels/006_tile_4256_4032.tif
images/006_tile_4480_1344.tif,labels/006_tile_4480_1344.tif
images/006_tile_4480_1568.tif,labels/006_tile_4480_1568.tif
images/006_tile_4480_3808.tif,labels/006_tile_4480_3808.tif
images/006_tile_4480_448.tif,labels/006_tile_4480_448.tif
images/006_tile_448_2016.tif,labels/006_tile_448_2016.tif
images/006_tile_448_2464.tif,labels/006_tile_448_2464.tif
images/006_tile_448_3360.tif,labels/006_tile_448_3360.tif
images/006_tile_448_3808.tif,labels/006_tile_448_3808.tif
images/006_tile_448_4032.tif,labels/006_tile_448_4032.tif
images/006_tile_4704_2240.tif,labels/006_tile_4704_2240.tif
images/006_tile_4704_3360.tif,labels/006_tile_4704_3360.tif
images/006_tile_4704_3808.tif,labels/006_tile_4704_3808.tif
images/006_tile_4704_448.tif,labels/006_tile_4704_448.tif
images/006_tile_4928_1120.tif,labels/006_tile_4928_1120.tif
images/006_tile_4928_1344.tif,labels/006_tile_4928_1344.tif
images/006_tile_4928_2016.tif,labels/006_tile_4928_2016.tif
images/006_tile_4928_2240.tif,labels/006_tile_4928_2240.tif
images/006_tile_4928_2912.tif,labels/006_tile_4928_2912.tif
images/006_tile_4928_3136.tif,labels/006_tile_4928_3136.tif
images/006_tile_4928_448.tif,labels/006_tile_4928_448.tif
images/006_tile_5152_1568.tif,labels/006_tile_5152_1568.tif
images/006_tile_5152_2688.tif,labels/006_tile_5152_2688.tif
images/006_tile_5152_3136.tif,labels/006_tile_5152_3136.tif
images/006_tile_5152_3360.tif,labels/006_tile_5152_3360.tif
images/006_tile_5152_3584.tif,labels/006_tile_5152_3584.tif
images/006_tile_672_2912.tif,labels/006_tile_672_2912.tif
images/006_tile_672_3136.tif,labels/006_tile_672_3136.tif
images/006_tile_672_3360.tif,labels/006_tile_672_3360.tif
images/006_tile_672_3584.tif,labels/006_tile_672_3584.tif
images/006_tile_896_1120.tif,labels/006_tile_896_1120.tif
images/006_tile_896_1344.tif,labels/006_tile_896_1344.tif
images/006_tile_896_1792.tif,labels/006_tile_896_1792.tif
images/006_tile_896_2240.tif,labels/006_tile_896_2240.tif
images/006_tile_896_2464.tif,labels/006_tile_896_2464.tif
images/006_tile_896_4032.tif,labels/006_tile_896_4032.tif
images/007_tile_1344_3136.tif,labels/007_tile_1344_3136.tif
images/007_tile_1568_2464.tif,labels/007_tile_1568_2464.tif
images/007_tile_1568_2688.tif,labels/007_tile_1568_2688.tif
images/007_tile_1568_4032.tif,labels/007_tile_1568_4032.tif
images/007_tile_1792_1792.tif,labels/007_tile_1792_1792.tif
images/007_tile_1792_2016.tif,labels/007_tile_1792_2016.tif
images/007_tile_2016_1344.tif,labels/007_tile_2016_1344.tif
images/007_tile_2016_1568.tif,labels/007_tile_2016_1568.tif
images/007_tile_2016_1792.tif,labels/007_tile_2016_1792.tif
images/007_tile_2016_2912.tif,labels/007_tile_2016_2912.tif
images/007_tile_2016_3360.tif,labels/007_tile_2016_3360.tif
images/007_tile_2016_4704.tif,labels/007_tile_2016_4704.tif
images/007_tile_2240_1344.tif,labels/007_tile_2240_1344.tif
images/007_tile_2240_2016.tif,labels/007_tile_2240_2016.tif
images/007_tile_2240_2464.tif,labels/007_tile_2240_2464.tif
images/007_tile_2240_2688.tif,labels/007_tile_2240_2688.tif
images/007_tile_2240_4032.tif,labels/007_tile_2240_4032.tif
images/007_tile_2240_4256.tif,labels/007_tile_2240_4256.tif
images/007_tile_2240_5152.tif,labels/007_tile_2240_5152.tif
images/007_tile_2464_2464.tif,labels/007_tile_2464_2464.tif
images/007_tile_2464_3360.tif,labels/007_tile_2464_3360.tif
images/007_tile_2464_4704.tif,labels/007_tile_2464_4704.tif
images/007_tile_2464_672.tif,labels/007_tile_2464_672.tif
images/007_tile_2688_3584.tif,labels/007_tile_2688_3584.tif
images/007_tile_2912_224.tif,labels/007_tile_2912_224.tif
images/007_tile_2912_3360.tif,labels/007_tile_2912_3360.tif
images/007_tile_2912_4704.tif,labels/007_tile_2912_4704.tif
images/007_tile_3136_3136.tif,labels/007_tile_3136_3136.tif
images/007_tile_3136_4704.tif,labels/007_tile_3136_4704.tif
images/007_tile_3136_672.tif,labels/007_tile_3136_672.tif
images/007_tile_3360_1344.tif,labels/007_tile_3360_1344.tif
images/007_tile_3360_2688.tif,labels/007_tile_3360_2688.tif
images/007_tile_3360_3808.tif,labels/007_tile_3360_3808.tif
images/007_tile_3584_1344.tif,labels/007_tile_3584_1344.tif
images/007_tile_3584_2240.tif,labels/007_tile_3584_2240.tif
images/007_tile_3584_2464.tif,labels/007_tile_3584_2464.tif
images/007_tile_3584_3136.tif,labels/007_tile_3584_3136.tif
images/007_tile_3584_4032.tif,labels/007_tile_3584_4032.tif
images/007_tile_3584_4480.tif,labels/007_tile_3584_4480.tif
images/007_tile_3808_2240.tif,labels/007_tile_3808_2240.tif
images/007_tile_3808_2688.tif,labels/007_tile_3808_2688.tif
images/007_tile_3808_3136.tif,labels/007_tile_3808_3136.tif
images/007_tile_3808_4032.tif,labels/007_tile_3808_4032.tif
images/007_tile_4032_1344.tif,labels/007_tile_4032_1344.tif
images/007_tile_4032_1792.tif,labels/007_tile_4032_1792.tif
images/007_tile_4032_2240.tif,labels/007_tile_4032_2240.tif
images/007_tile_4032_2464.tif,labels/007_tile_4032_2464.tif
images/007_tile_4256_2464.tif,labels/007_tile_4256_2464.tif
images/007_tile_4256_2912.tif,labels/007_tile_4256_2912.tif
images/007_tile_4480_1120.tif,labels/007_tile_4480_1120.tif
images/007_tile_4480_1568.tif,labels/007_tile_4480_1568.tif
images/007_tile_4480_3360.tif,labels/007_tile_4480_3360.tif
images/007_tile_4928_1792.tif,labels/007_tile_4928_1792.tif
images/007_tile_4928_2688.tif,labels/007_tile_4928_2688.tif
images/007_tile_5152_2016.tif,labels/007_tile_5152_2016.tif
images/007_tile_672_3360.tif,labels/007_tile_672_3360.tif
images/007_tile_896_2464.tif,labels/007_tile_896_2464.tif
images/007_tile_896_3360.tif,labels/007_tile_896_3360.tif
images/007_tile_896_3584.tif,labels/007_tile_896_3584.tif
