image,mask
images/000_transparent_reflectance_tile_672_5152.tif,labels/000_transparent_reflectance_tile_672_5152.tif
images/000_transparent_reflectance_tile_896_5376.tif,labels/000_transparent_reflectance_tile_896_5376.tif
images/001_transparent_reflectance_tile_1120_4480.tif,labels/001_transparent_reflectance_tile_1120_4480.tif
images/001_transparent_reflectance_tile_1120_4928.tif,labels/001_transparent_reflectance_tile_1120_4928.tif
images/001_transparent_reflectance_tile_1344_2688.tif,labels/001_transparent_reflectance_tile_1344_2688.tif
images/001_transparent_reflectance_tile_1344_2912.tif,labels/001_transparent_reflectance_tile_1344_2912.tif
images/001_transparent_reflectance_tile_1344_3136.tif,labels/001_transparent_reflectance_tile_1344_3136.tif
images/001_transparent_reflectance_tile_1344_3360.tif,labels/001_transparent_reflectance_tile_1344_3360.tif
images/001_transparent_reflectance_tile_1344_4032.tif,labels/001_transparent_reflectance_tile_1344_4032.tif
images/001_transparent_reflectance_tile_1344_4256.tif,labels/001_transparent_reflectance_tile_1344_4256.tif
images/001_transparent_reflectance_tile_1568_2240.tif,labels/001_transparent_reflectance_tile_1568_2240.tif
images/001_transparent_reflectance_tile_1568_2688.tif,labels/001_transparent_reflectance_tile_1568_2688.tif
images/001_transparent_reflectance_tile_1568_3808.tif,labels/001_transparent_reflectance_tile_1568_3808.tif
images/001_transparent_reflectance_tile_1568_4032.tif,labels/001_transparent_reflectance_tile_1568_4032.tif
images/001_transparent_reflectance_tile_1792_3808.tif,labels/001_transparent_reflectance_tile_1792_3808.tif
images/001_transparent_reflectance_tile_2016_3360.tif,labels/001_transparent_reflectance_tile_2016_3360.tif
images/001_transparent_reflectance_tile_2240_2016.tif,labels/001_transparent_reflectance_tile_2240_2016.tif
images/001_transparent_reflectance_tile_2240_2688.tif,labels/001_transparent_reflectance_tile_2240_2688.tif
images/001_transparent_reflectance_tile_2240_3808.tif,labels/001_transparent_reflectance_tile_2240_3808.tif
images/001_transparent_reflectance_tile_224_4256.tif,labels/001_transparent_reflectance_tile_224_4256.tif
images/001_transparent_reflectance_tile_2464_1120.tif,labels/001_transparent_reflectance_tile_2464_1120.tif
images/001_transparent_reflectance_tile_2688_896.tif,labels/001_transparent_reflectance_tile_2688_896.tif
images/001_transparent_reflectance_tile_2912_2016.tif,labels/001_transparent_reflectance_tile_2912_2016.tif
images/001_transparent_reflectance_tile_2912_2912.tif,labels/001_transparent_reflectance_tile_2912_2912.tif
images/001_transparent_reflectance_tile_3136_1344.tif,labels/001_transparent_reflectance_tile_3136_1344.tif
images/001_transparent_reflectance_tile_3136_2912.tif,labels/001_transparent_reflectance_tile_3136_2912.tif
images/001_transparent_reflectance_tile_3360_2688.tif,labels/001_transparent_reflectance_tile_3360_2688.tif
images/001_transparent_reflectance_tile_3584_2240.tif,labels/001_transparent_reflectance_tile_3584_2240.tif
images/001_transparent_reflectance_tile_3584_896.tif,labels/001_transparent_reflectance_tile_3584_896.tif
images/001_transparent_reflectance_tile_4032_1344.tif,labels/001_transparent_reflectance_tile_4032_1344.tif
images/001_transparent_reflectance_tile_4032_1792.tif,labels/001_transparent_reflectance_tile_4032_1792.tif
images/001_transparent_reflectance_tile_4032_896.tif,labels/001_transparent_reflectance_tile_4032_896.tif
images/001_transparent_reflectance_tile_4256_1120.tif,labels/001_transparent_reflectance_tile_4256_1120.tif
images/001_transparent_reflectance_tile_4256_1344.tif,labels/001_transparent_reflectance_tile_4256_1344.tif
images/001_transparent_reflectance_tile_4480_896.tif,labels/001_transparent_reflectance_tile_4480_896.tif
images/001_transparent_reflectance_tile_448_4480.tif,labels/001_transparent_reflectance_tile_448_4480.tif
images/002_transparent_reflectance_tile_1120_4928.tif,labels/002_transparent_reflectance_tile_1120_4928.tif
images/002_transparent_reflectance_tile_1344_5824.tif,labels/002_transparent_reflectance_tile_1344_5824.tif
images/002_transparent_reflectance_tile_1568_5152.tif,labels/002_transparent_reflectance_tile_1568_5152.tif
images/002_transparent_reflectance_tile_1568_5824.tif,labels/002_transparent_reflectance_tile_1568_5824.tif
images/002_transparent_reflectance_tile_1792_5152.tif,labels/002_transparent_reflectance_tile_1792_5152.tif
images/002_transparent_reflectance_tile_1792_5600.tif,labels/002_transparent_reflectance_tile_1792_5600.tif
images/002_transparent_reflectance_tile_2016_4928.tif,labels/002_transparent_reflectance_tile_2016_4928.tif
images/002_transparent_reflectance_tile_2240_4480.tif,labels/002_transparent_reflectance_tile_2240_4480.tif
images/002_transparent_reflectance_tile_2240_5824.tif,labels/002_transparent_reflectance_tile_2240_5824.tif
images/002_transparent_reflectance_tile_2464_4032.tif,labels/002_transparent_reflectance_tile_2464_4032.tif
images/002_transparent_reflectance_tile_2464_5600.tif,labels/002_transparent_reflectance_tile_2464_5600.tif
images/002_transparent_reflectance_tile_2688_4256.tif,labels/002_transparent_reflectance_tile_2688_4256.tif
images/002_transparent_reflectance_tile_2688_4480.tif,labels/002_transparent_reflectance_tile_2688_4480.tif
images/002_transparent_reflectance_tile_2688_5376.tif,labels/002_transparent_reflectance_tile_2688_5376.tif
images/002_transparent_reflectance_tile_2912_3808.tif,labels/002_transparent_reflectance_tile_2912_3808.tif
images/002_transparent_reflectance_tile_2912_5152.tif,labels/002_transparent_reflectance_tile_2912_5152.tif
images/002_transparent_reflectance_tile_3136_5152.tif,labels/002_transparent_reflectance_tile_3136_5152.tif
images/002_transparent_reflectance_tile_3360_3136.tif,labels/002_transparent_reflectance_tile_3360_3136.tif
images/002_transparent_reflectance_tile_3360_3584.tif,labels/002_transparent_reflectance_tile_3360_3584.tif
images/002_transparent_reflectance_tile_3360_3808.tif,labels/002_transparent_reflectance_tile_3360_3808.tif
images/002_transparent_reflectance_tile_3584_3584.tif,labels/002_transparent_reflectance_tile_3584_3584.tif
images/002_transparent_reflectance_tile_3584_3808.tif,labels/002_transparent_reflectance_tile_3584_3808.tif
images/002_transparent_reflectance_tile_3808_2016.tif,labels/002_transparent_reflectance_tile_3808_2016.tif
images/002_transparent_reflectance_tile_3808_2464.tif,labels/002_transparent_reflectance_tile_3808_2464.tif
images/002_transparent_reflectance_tile_4032_3360.tif,labels/002_transparent_reflectance_tile_4032_3360.tif
images/002_transparent_reflectance_tile_4032_3808.tif,labels/002_transparent_reflectance_tile_4032_3808.tif
images/002_transparent_reflectance_tile_4256_1568.tif,labels/002_transparent_reflectance_tile_4256_1568.tif
images/002_transparent_reflectance_tile_4256_1792.tif,labels/002_transparent_reflectance_tile_4256_1792.tif
images/002_transparent_reflectance_tile_4256_2464.tif,labels/002_transparent_reflectance_tile_4256_2464.tif
images/002_transparent_reflectance_tile_4256_2688.tif,labels/002_transparent_reflectance_tile_4256_2688.tif
images/002_transparent_reflectance_tile_4256_2912.tif,labels/002_transparent_reflectance_tile_4256_2912.tif
images/002_transparent_reflectance_tile_4256_3584.tif,labels/002_transparent_reflectance_tile_4256_3584.tif
images/002_transparent_reflectance_tile_4256_4032.tif,labels/002_transparent_reflectance_tile_4256_4032.tif
images/002_transparent_reflectance_tile_4480_2688.tif,labels/002_transparent_reflectance_tile_4480_2688.tif
images/002_transparent_reflectance_tile_4480_2912.tif,labels/002_transparent_reflectance_tile_4480_2912.tif
images/002_transparent_reflectance_tile_4704_1344.tif,labels/002_transparent_reflectance_tile_4704_1344.tif
images/002_transparent_reflectance_tile_4704_2464.tif,labels/002_transparent_reflectance_tile_4704_2464.tif
images/002_transparent_reflectance_tile_4704_3360.tif,labels/002_transparent_reflectance_tile_4704_3360.tif
images/002_transparent_reflectance_tile_4928_1792.tif,labels/002_transparent_reflectance_tile_4928_1792.tif
images/002_transparent_reflectance_tile_4928_2912.tif,labels/002_transparent_reflectance_tile_4928_2912.tif
images/002_transparent_reflectance_tile_4928_3136.tif,labels/002_transparent_reflectance_tile_4928_3136.tif
images/002_transparent_reflectance_tile_5152_1568.tif,labels/002_transparent_reflectance_tile_5152_1568.tif
images/002_transparent_reflectance_tile_5376_1344.tif,labels/002_transparent_reflectance_tile_5376_1344.tif
images/002_transparent_reflectance_tile_5600_1568.tif,labels/002_transparent_reflectance_tile_5600_1568.tif
images/002_transparent_reflectance_tile_5824_1792.tif,labels/002_transparent_reflectance_tile_5824_1792.tif
images/002_transparent_reflectance_tile_672_4928.tif,labels/002_transparent_reflectance_tile_672_4928.tif
images/002_transparent_reflectance_tile_896_5152.tif,labels/002_transparent_reflectance_tile_896_5152.tif
images/004_transparent_reflectance_tile_1120_2688.tif,labels/004_transparent_reflectance_tile_1120_2688.tif
images/004_transparent_reflectance_tile_1120_2912.tif,labels/004_transparent_reflectance_tile_1120_2912.tif
images/004_transparent_reflectance_tile_1344_2464.tif,labels/004_transparent_reflectance_tile_1344_2464.tif
images/004_transparent_reflectance_tile_1344_3136.tif,labels/004_transparent_reflectance_tile_1344_3136.tif
images/004_transparent_reflectance_tile_1344_3360.tif,labels/004_transparent_reflectance_tile_1344_3360.tif
images/004_transparent_reflectance_tile_1344_3808.tif,labels/004_transparent_reflectance_tile_1344_3808.tif
images/004_transparent_reflectance_tile_1344_4032.tif,labels/004_transparent_reflectance_tile_1344_4032.tif
images/004_transparent_reflectance_tile_1568_2464.tif,labels/004_transparent_reflectance_tile_1568_2464.tif
images/004_transparent_reflectance_tile_1568_2912.tif,labels/004_transparent_reflectance_tile_1568_2912.tif
images/004_transparent_reflectance_tile_1568_4256.tif,labels/004_transparent_reflectance_tile_1568_4256.tif
images/004_transparent_reflectance_tile_1792_3360.tif,labels/004_transparent_reflectance_tile_1792_3360.tif
images/004_transparent_reflectance_tile_1792_3584.tif,labels/004_transparent_reflectance_tile_1792_3584.tif
images/004_transparent_reflectance_tile_2016_1792.tif,labels/004_transparent_reflectance_tile_2016_1792.tif
images/004_transparent_reflectance_tile_2016_3136.tif,labels/004_transparent_reflectance_tile_2016_3136.tif
images/004_transparent_reflectance_tile_2240_2016.tif,labels/004_transparent_reflectance_tile_2240_2016.tif
images/004_transparent_reflectance_tile_2240_2688.tif,labels/004_transparent_reflectance_tile_2240_2688.tif
images/004_transparent_reflectance_tile_224_2688.tif,labels/004_transparent_reflectance_tile_224_2688.tif
images/004_transparent_reflectance_tile_2464_2240.tif,labels/004_transparent_reflectance_tile_2464_2240.tif
images/004_transparent_reflectance_tile_2464_2688.tif,labels/004_transparent_reflectance_tile_2464_2688.tif
images/004_transparent_reflectance_tile_2464_3584.tif,labels/004_transparent_reflectance_tile_2464_3584.tif
images/004_transparent_reflectance_tile_2688_1344.tif,labels/004_transparent_reflectance_tile_2688_1344.tif
images/004_transparent_reflectance_tile_2688_1568.tif,labels/004_transparent_reflectance_tile_2688_1568.tif
images/004_transparent_reflectance_tile_2688_1792.tif,labels/004_transparent_reflectance_tile_2688_1792.tif
images/004_transparent_reflectance_tile_2688_2464.tif,labels/004_transparent_reflectance_tile_2688_2464.tif
images/004_transparent_reflectance_tile_2688_3136.tif,labels/004_transparent_reflectance_tile_2688_3136.tif
images/004_transparent_reflectance_tile_3136_1568.tif,labels/004_transparent_reflectance_tile_3136_1568.tif
images/004_transparent_reflectance_tile_3136_2688.tif,labels/004_transparent_reflectance_tile_3136_2688.tif
images/004_transparent_reflectance_tile_3360_1120.tif,labels/004_transparent_reflectance_tile_3360_1120.tif
images/004_transparent_reflectance_tile_3360_2016.tif,labels/004_transparent_reflectance_tile_3360_2016.tif
images/004_transparent_reflectance_tile_3360_2240.tif,labels/004_transparent_reflectance_tile_3360_2240.tif
images/004_transparent_reflectance_tile_3584_1120.tif,labels/004_transparent_reflectance_tile_3584_1120.tif
images/004_transparent_reflectance_tile_3584_1344.tif,labels/004_transparent_reflectance_tile_3584_1344.tif
images/004_transparent_reflectance_tile_3584_1568.tif,labels/004_transparent_reflectance_tile_3584_1568.tif
images/004_transparent_reflectance_tile_3584_672.tif,labels/004_transparent_reflectance_tile_3584_672.tif
images/004_transparent_reflectance_tile_3584_896.tif,labels/004_transparent_reflectance_tile_3584_896.tif
images/004_transparent_reflectance_tile_3808_1792.tif,labels/004_transparent_reflectance_tile_3808_1792.tif
images/004_transparent_reflectance_tile_4032_1568.tif,labels/004_transparent_reflectance_tile_4032_1568.tif
images/004_transparent_reflectance_tile_4032_1792.tif,labels/004_transparent_reflectance_tile_4032_1792.tif
images/004_transparent_reflectance_tile_4032_2016.tif,labels/004_transparent_reflectance_tile_4032_2016.tif
images/004_transparent_reflectance_tile_672_2688.tif,labels/004_transparent_reflectance_tile_672_2688.tif
images/004_transparent_reflectance_tile_896_2464.tif,labels/004_transparent_reflectance_tile_896_2464.tif
images/004_transparent_reflectance_tile_896_2912.tif,labels/004_transparent_reflectance_tile_896_2912.tif
